,WorkOpenAlex_ID,PersonOpenAlex_ID,PersonName,PersonOrcid,Role,Team,IsCorrespondingAuthor
6190,W4407112723,A5048443244,Madalynn Erb,0000-0002-7651-6826,Key Personnel,Lee,No
6191,W4407112723,A5037205059,Darren Moore,0000-0003-2359-5679,Co-PI,Lee,Yes
6192,W4406342572,A5039704196,Odetta Antico,0000-0002-7325-3303,Key Personnel,Alessi,No
6193,W4406342572,A5042772101,Paul Thompson,0000-0002-3896-7896,,,No
6194,W4406342572,A5044179473,Nicholas Hertz,0000-0002-6527-6898,,,No
6195,W4406342572,A5084528692,Miratul Muqit,0000-0001-9733-2404,Co-PI,Alessi,No
6196,W4406342572,A5067481910,Laura Parton,0009-0000-0818-0446,,,No
6197,W4376459430,A5045212954,Cristina Capitanio,0000-0002-5297-9156,Key Personnel,Harper,No
6198,W4376459430,A5037145890,Anna Bieber,0000-0001-5014-6620,Key Personnel,Harper,No
6199,W4376459430,A5006303094,Florian Wilfling,0000-0002-6559-7261,Key Personnel,Harper,Yes
6200,W4376459430,A5006303094,Florian Wilfling,0000-0002-6559-7261,Paid Collaborator,Hurley,Yes
6201,W4401206190,A5062367843,Elisa Menozzi,0000-0003-3565-7910,Key Personnel,Schapira,No
6202,W4401206190,A5059770430,Anthony Schapira,0000-0002-3018-3966,Lead-PI,Schapira,No
6203,,,nan,,,,No
6204,,A5027580687,Pawel Lis,,Key Personnel,Alessi,No
6205,,A5065188407,Gloria Shi,,Key Personnel,Alessi,No
6206,,A5018861529,Pui Yiu Lam,,Key Personnel,Alessi,No
6207,,A5030118016,Sam Scharenberg,,Key Personnel,Alessi,No
6208,,A5086140564,Aswini Krishnan,,Key Personnel,Alessi,No
6209,,A5003875836,Aleksandra Levina,,Key Personnel,Alessi,No
6210,,A5036045846,Yu-En Lin,,Key Personnel,Alessi,No
6211,,,Mindaugas Viskontas,,Key Personnel,Alessi,No
6212,,A5100758797,Zhijun Zhu,,Key Personnel,Alessi,No
6213,,A5032686050,Liam Eade,,Key Personnel,Alessi,No
6214,,,Matthew Matrongolo,,Key Personnel,Alessi,No
6215,,,Matthew Kiely,,Key Personnel,Alessi,No
6216,,,Jaijeet Singh,,Key Personnel,Alessi,No
6217,,,Aashutosh Tripathi,,Key Personnel,Alessi,No
6218,,A5013611528,Tom Hnasko,,Co-PI,Awatramani,No
6219,,A5107962450,Divya D. A. Raj,,Key Personnel,Awatramani,No
6220,,A5029079965,Oscar Andrés Moreno Ramos,,Key Personnel,Awatramani,No
6221,,A5035931221,Nicholas Hollon,,Key Personnel,Awatramani,No
6222,,A5072872393,Lotfi Hadjas,,Key Personnel,Awatramani,No
6223,,A5054493394,Shiva Nagappan,,Key Personnel,Awatramani,No
6224,,A5039421245,Elena He,,Key Personnel,Awatramani,No
6225,,,Maia Datunashvili,,Key Personnel,Awatramani,No
6226,,,Yuejun Liu,,Key Personnel,Awatramani,No
6227,,,Andrew Hunter,,Key Personnel,Awatramani,No
6228,,A5083065650,Flavia Aluisi,,Key Personnel,Awatramani,No
6229,,,Natalia Lopez Gonzales del Rey,,Key Personnel,Awatramani,No
6230,,A5033809191,Jeremy F Atherton,,Key Personnel,Awatramani,No
6231,,A5050070314,Åsa Wallén-Mackenzie,,Collaborating PI,Awatramani,No
6232,,,Luan Doster,,Key Personnel,Awatramani,No
6233,,,James Lyman,,Key Personnel,Awatramani,No
6234,,A5101843919,Lisa Kim,,Key Personnel,Awatramani,No
6235,,,Sydney Sneed,,Key Personnel,Awatramani,No
6236,,,Chris Nasios,,Key Personnel,Awatramani,No
6237,,,Shudi Xu,,Key Personnel,Awatramani,No
6238,,,Roman Pantazopoulos,,Key Personnel,Awatramani,No
6239,,,Ana Isabel Silva De Sousa,,Key Personnel,Awatramani,No
6240,,,Lexe Linderhof,,Key Personnel,Awatramani,No
6241,,,Alex Garcia,,Key Personnel,Awatramani,No
6242,,A5064391371,David Gate,,Collaborating PI,Awatramani,No
6243,,,Kaitlyn Quinn,,Key Personnel,Awatramani,No
6244,,,Danielle Schowalter,,Key Personnel,Awatramani,No
6245,,A5106960489,Beatriz Deo Sorigotto,,Key Personnel,Awatramani,No
6246,,,Tsogbadrakh Bayasgalan,,Key Personnel,Awatramani,No
6247,,,Lilian Xia,,Key Personnel,Awatramani,No
6248,,A5022502578,Elena Gracheva,,Co-PI,Biederer,No
6249,,,Tina Matos,,Project Manager,Biederer,No
6250,,,Marco Mastrotto,,Key Personnel,Biederer,No
6251,,A5051283321,Viktor Feketa,,Key Personnel,Biederer,No
6252,,A5006321623,Ed Boyden,,Collaborating PI,Biederer,No
6253,,,Bobae An,,Key Personnel,Biederer,No
6254,,A5012152741,Jinyoung Kang,,Key Personnel,Biederer,No
6255,,A5009567403,Margaret Schroeder,,Key Personnel,Biederer,No
6256,,A5052823748,Kondratiuk Ilona,,Key Personnel,Biederer,No
6257,,,Estela Correa-Chavez,,Key Personnel,Biederer,No
6258,,,Paras Patel,,Key Personnel,Biederer,No
6259,,,Hao Dong,,Key Personnel,Biederer,No
6260,,,Rima Pant,,Key Personnel,Biederer,No
6261,,A5091794967,Kate Brynildsen,,Key Personnel,Biederer,No
6262,,A5010532221,Eunah Yu,,Key Personnel,Biederer,No
6263,,A5102987758,Kieran Murphy,,Key Personnel,Biederer,No
6264,,A5037229208,Shubhankar Patankar,,Key Personnel,Biederer,No
6265,,A5015455736,Suman Kulkarni,,Key Personnel,Biederer,No
6266,,A5113152817,Laura Brasseur,,Key Personnel,Biederer,No
6267,,,Lamisa Musarat,,Key Personnel,Biederer,No
6268,,,Pranav Shedge,,Key Personnel,Biederer,No
6269,,A5074305003,Maryann Platt,,Key Personnel,Biederer,No
6270,,A5040937490,Christoffer Gretarsson Alexandersen,,Key Personnel,Biederer,No
6271,,,Giang Nguyen,,Key Personnel,Biederer,No
6272,,A5075569080,Na Wang,,Key Personnel,Biederer,No
6273,,A5040122670,Robert E Kennedy,,Collaborating PI,Biederer,No
6274,,A5017962710,Cagla Eroglu,,Co-PI,Calakos,No
6275,,A5088379859,Sergiu Pasca,,Co-PI,Calakos,No
6276,,A5047661140,Laurie Sanders,,Collaborating PI,Calakos,No
6277,,A5004078699,Simon Gregory,,Collaborating PI,Calakos,No
6278,,A5073515090,Daichi Shonai,,Key Personnel,Calakos,No
6279,,A5071939313,Ankit Choudhury,,Key Personnel,Calakos,No
6280,,,Birger Anastasya,,Key Personnel,Calakos,No
6281,,,SB Dhanseh,,Key Personnel,Calakos,No
6282,,A5021652883,Sejourne Gabrielle,,Key Personnel,Calakos,No
6283,,A5064817514,Brose Nicholas,,Key Personnel,Calakos,No
6284,,A5003837963,Elazar Nimrod,,Key Personnel,Calakos,No
6285,,A5090150783,Baumert Ryan,,Key Personnel,Calakos,No
6286,,A5064202687,Wang Shiyi,,Key Personnel,Calakos,No
6287,,A5025816614,Lucio Schiapparelli,,Key Personnel,Calakos,No
6288,,A5072138284,Haidun Yan,,Key Personnel,Calakos,No
6289,,,Raghunathan Kavya,,Key Personnel,Calakos,No
6290,,A5007813678,Miura Yuki,,Key Personnel,Calakos,No
6291,,A5055802646,Cameron Morris,,Key Personnel,Calakos,No
6292,,A5101610269,Il Ji,,Key Personnel,Calakos,No
6293,,,Carlo Vignali,,Key Personnel,Calakos,No
6294,,,Sophia Lehrman,,Key Personnel,Calakos,No
6295,,,Tara Richbourg,,Key Personnel,Calakos,No
6296,,A5027563105,Daniel Quintero,,Key Personnel,Calakos,No
6297,,A5084890983,Matt Oliver,,Key Personnel,Calakos,No
6298,,,Daisy Perez,,Key Personnel,Calakos,No
6299,,A5044093065,Joseph Rittiner,,Key Personnel,Calakos,No
6300,,,Yirong Xu,,Key Personnel,Calakos,No
6301,,,Jim Roach,,Key Personnel,Calakos,No
6302,,A5025366779,Aryana Yousefzadeh,,Key Personnel,Calakos,No
6303,,,Russell Ravenel,,Key Personnel,Calakos,No
6304,,A5033015769,Evans Chantell,,Collaborating PI,Calakos,No
6305,,A5105763009,Kalejaiye Lola,,Key Personnel,Calakos,No
6306,,,Harini Gangadharan,,Project Manager,Calakos,No
6307,,,Jinhu Kim,,Key Personnel,Calakos,No
6308,,A5080223712,Timothy Chan,,Co-PI,Chen,No
6309,,A5022297689,Rachit Bakshi,,Key Personnel,Chen,No
6310,,A5042585597,Chandra Mohan,,Key Personnel,Chen,No
6311,,A5103230255,Vladimir Makarov,,Key Personnel,Chen,No
6312,,A5103383699,Leilei Shi,,Key Personnel,Chen,No
6313,,A5041553722,Navin Varadarajan,,Key Personnel,Chen,No
6314,,,Ning Xia,,Key Personnel,Chen,No
6315,,,Niyaz Honarvar,,Key Personnel,Chen,No
6316,,,Chunyu Xu,,Key Personnel,Chen,No
6317,,A5028161783,Cassian Yee,,Collaborating PI,Chen,No
6318,,A5029833435,Yongxing Gong,,Key Personnel,Chen,No
6319,,A5070237973,Grace Crotty,,Key Personnel,Chen,No
6320,,,Akriti Srivastava,,Key Personnel,Chen,No
6321,,A5049204983,Shailbala Singh,,Key Personnel,Chen,No
6322,,A5100654897,Levy Michael,,Key Personnel,Chen,No
6323,,A5100672184,Qing Wang,,Key Personnel,Chen,No
6324,,,Chienwen Su,,Key Personnel,Chen,No
6325,,A5025372783,Aline Fassini,,Key Personnel,Chen,No
6326,,,Hanka Vrban,,Key Personnel,Chen,No
6327,,A5004457607,Dinos (Konstantinos) Meletis,,Co-PI,Cragg,No
6328,,A5028723665,Richard Wade-Martins,,Co-PI,Cragg,No
6329,,A5041944620,Cláudia Mendes,,Project Manager,Cragg,No
6330,,,Lauren Burgeno,,Key Personnel,Cragg,No
6331,,A5024223034,Bethan O'Connor,,Key Personnel,Cragg,No
6332,,,Lucille Duquenoy,,Key Personnel,Cragg,No
6333,,,Jessica Livesey,,Key Personnel,Cragg,No
6334,,A5023022036,Kathryn Todd,,Key Personnel,Cragg,No
6335,,,Aishwarya Vedula,,Key Personnel,Cragg,No
6336,,,Niamh Walker,,Key Personnel,Cragg,No
6337,,,Ann O'Brien,,Key Personnel,Cragg,No
6338,,A5114100400,Mark Conway,,Key Personnel,Cragg,No
6339,,A5058373114,Walifa Waqar,,Key Personnel,Cragg,No
6340,,,Alicia Twisselmann,,Key Personnel,Cragg,No
6341,,,Guy Yona,,Key Personnel,Cragg,No
6342,,,Rasha Elghaba,,Key Personnel,Cragg,No
6343,,A5103139289,Teris Tam,,Key Personnel,Cragg,No
6344,,,Jennifer Blackmore,,Key Personnel,Cragg,No
6345,,A5079530972,Helen Collins,,Key Personnel,Cragg,No
6346,,A5101661470,Humaira Noor,,Key Personnel,Cragg,No
6347,,A5082797221,Ricardo Marquez Gomez,,Key Personnel,Cragg,No
6348,,A5044697919,Maria Claudia Caiazza,,Key Personnel,Cragg,No
6349,,A5011590646,Nora Bengoa-Vergniory,,Key Personnel,Cragg,No
6350,,A5017470353,Parnaz Sharifi,,Key Personnel,Cragg,No
6351,,A5013827384,Tara Diviney,,Key Personnel,Cragg,No
6352,,A5029505686,Benjamin Vallin,,Key Personnel,Cragg,No
6353,,,Oliver Curry,,Key Personnel,Cragg,No
6354,,A5083740703,Elliot Mock,,Key Personnel,Cragg,No
6355,,A5082209540,Ajantha Abey,,Key Personnel,Cragg,No
6356,,,Marta Graziano,,Key Personnel,Cragg,No
6357,,A5023314892,Emil Wärnberg,,Key Personnel,Cragg,No
6358,,,Thomas Contesse,,Key Personnel,Cragg,No
6359,,,Magdalena Krubner,,Key Personnel,Cragg,No
6360,,A5087924578,Eleonora Rubino,,Key Personnel,Cragg,No
6361,,,Betul Tamer,,Key Personnel,Cragg,No
6362,,A5016989883,Anil Joshi,,Key Personnel,Cragg,No
6363,,,Hadas Frostig,,Key Personnel,Cragg,No
6364,,A5037459294,Pietro De Camilli,,Lead PI,De Camilli,No
6365,,A5040327186,Berrak Ugur,,Key Personnel,De Camilli,No
6366,,A5068282890,Agnes Ferguson,,Key Personnel,De Camilli,No
6367,,A5075174957,Alexandros Kotokos,,Key Personnel,De Camilli,No
6368,,,Pablo Muñoz-Llancao,,Key Personnel,De Camilli,No
6369,,A5019788743,Amanda Bentley-DeSousa,,Key Personnel,De Camilli,No
6370,,A5002387555,Anbang Dai,,Key Personnel,De Camilli,No
6371,,A5047100574,Hanieh Falahati,,Key Personnel,De Camilli,No
6372,,A5062708890,Francesca Filippini,,Key Personnel,De Camilli,No
6373,,,Devin Clegg,,Key Personnel,De Camilli,No
6374,,A5059541590,Won Jung,,Key Personnel,De Camilli,No
6375,,A5030583873,Snehashish Ghosh,,Key Personnel,De Camilli,No
6376,,A5075836743,Sofia Delgado,,Key Personnel,De Camilli,No
6377,,A5045123514,Layla Nassar,,Key Personnel,De Camilli,No
6378,,,Chloe Nield,,Key Personnel,De Camilli,No
6379,,,Kriza Sy,,Key Personnel,De Camilli,No
6380,,A5081607337,Hongyan Hao,,Key Personnel,De Camilli,No
6381,,A5047711317,Bodan Hu,,Key Personnel,De Camilli,No
6382,,,Dazhi Li,,Key Personnel,De Camilli,No
6383,,A5102748635,Jaywon Lee,,Key Personnel,De Camilli,No
6384,,A5074478086,Jo Anne Stratton,,Collaborating PI,Desjardins,No
6385,,A5024580674,Louis-Eric Trudeau,,Co-PI,Desjardins,No
6386,,A5060556873,Lilia Rodriguez,,Project Manager,Desjardins,No
6387,,A5078393119,Janelle Drouin-Ouellet,,Co-PI,Desjardins,No
6388,,,Camberly Hernandez,,Key Personnel,Desjardins,No
6389,,,Ilyes Nedjar,,Key Personnel,Desjardins,No
6390,,A5019594246,Joel Lanoix,,Key Personnel,Desjardins,No
6391,,A5080920671,Yong Zhong Xu,,Key Personnel,Desjardins,No
6392,,A5058267162,Florence Petit,,Key Personnel,Desjardins,No
6393,,,Julie Bouquety,,Key Personnel,Desjardins,No
6394,,,Benoit Barrette,,Key Personnel,Desjardins,No
6395,,A5089718212,Monica Dallmannsauer,,Key Personnel,Desjardins,No
6396,,A5028297592,Camila Tiefensee Ribeiro,,Key Personnel,Desjardins,No
6397,,,Vanessa Omana,,Key Personnel,Desjardins,No
6398,,A5082845439,Moustafa Nouh,,Key Personnel,Desjardins,No
6399,,A5002398983,Chongyang Li,,Key Personnel,Desjardins,No
6400,,A5061652250,Zaya Mohamad,,Key Personnel,Desjardins,No
6401,,A5005858229,Maria Gentile,,Key Personnel,Desjardins,No
6402,,,Nour Haroun,,Key Personnel,Desjardins,No
6403,,,Yue Ling,,Key Personnel,Desjardins,No
6404,,A5042504580,Lerner Talia,,Co-PI,Edwards,No
6405,,A5029464086,Chris Ford,,Collaborating PI,Edwards,No
6406,,A5013543642,Jessica Perkins,,Key Personnel,Edwards,No
6407,,A5102877680,Oluwole Alese,,Key Personnel,Edwards,No
6408,,A5014280534,Yuhong Fu,,Key Personnel,Edwards,No
6409,,A5071415520,Tony Hsiao,,Key Personnel,Edwards,No
6410,,A5038735537,Elizabeth Nielsen,,Key Personnel,Edwards,No
6411,,,Louis Van Camp,,Key Personnel,Edwards,No
6412,,A5011600296,Nkatha Mwenda,,Key Personnel,Edwards,No
6413,,A5076562111,Liao Szu-Chi,,Key Personnel,Edwards,No
6414,,A5028948696,Jacob Nadel,,Key Personnel,Edwards,No
6415,,,Akio Mori,,Key Personnel,Edwards,No
6416,,,Match McGregor,,Key Personnel,Edwards,No
6417,,A5091329038,Christiana Kontaxi,,Key Personnel,Edwards,No
6418,,A5056112365,Olivia Barnhill,,Key Personnel,Edwards,No
6419,,A5027927635,Rodrigo Paz,,Key Personnel,Edwards,No
6420,,,Pam Marcott,,Key Personnel,Edwards,No
6421,,A5030607005,Anna Lipkin,,Key Personnel,Edwards,No
6422,,A5060578133,Bérénice Coutant,,Key Personnel,Edwards,No
6423,,,Naeliz Lopez,,Key Personnel,Edwards,No
6424,,A5022893487,Joy Adler,,Key Personnel,Edwards,No
6425,,A5083846976,Yoshi Sei,,Key Personnel,Edwards,No
6426,,A5076073841,ManHua Zhu,,Key Personnel,Edwards,No
6427,,A5101701899,Javier Hernandez Lopez,,Key Personnel,Edwards,No
6428,,,Amy Burke,,Key Personnel,Edwards,No
6429,,,Danielle Wilson,,Key Personnel,Edwards,No
6430,,,Heather Schneps,,Key Personnel,Edwards,No
6431,,A5011273600,Nikolas Bergum,,Key Personnel,Edwards,No
6432,,,Bita Firouzan,,Key Personnel,Edwards,No
6433,,,Cao Zirui,,Key Personnel,Edwards,No
6434,,,Mahabadian Anahid Ansari,,Key Personnel,Edwards,No
6435,,,Rastinejad Daniel,,Key Personnel,Edwards,No
6436,,A5045170248,David Van Valen,,Co-PI,Gradinaru,No
6437,,A5088379859,Sergiu Pasca,,Collaborating PI,Gradinaru,No
6438,,A5063286124,Catherine Oikonomou,,Project Manager,Gradinaru,No
6439,,A5071581507,Matheus de Castro Fonseca,,Key Personnel,Gradinaru,No
6440,,A5013862391,Morgan Schwartz,,Key Personnel,Gradinaru,No
6441,,A5091919745,Lincoln Ombelets,,Key Personnel,Gradinaru,No
6442,,,Carly Drzewiecki,,Key Personnel,Gradinaru,No
6443,,A5003826174,Shawn Kamboj,,Key Personnel,Gradinaru,No
6444,,A5008016466,Renee Donahue,,Key Personnel,Gradinaru,No
6445,,A5081687976,Alex Chung,,Key Personnel,Gradinaru,No
6446,,A5029757025,Min Jee Jang,,Key Personnel,Gradinaru,No
6447,,A5000866567,Nikki Tjahjono,,Key Personnel,Gradinaru,No
6448,,,Erin Scott,,Key Personnel,Gradinaru,No
6449,,A5071234148,Kyle Puhger,,Key Personnel,Gradinaru,No
6450,,A5066850713,Leonardo Parra Rivas,,Key Personnel,Gradinaru,No
6451,,A5029791890,Veronica Cerada,,Key Personnel,Gradinaru,No
6452,,A5070698221,Patrick Kearney,,Key Personnel,Gradinaru,No
6453,,,Stella Ekaputri,,Key Personnel,Gradinaru,No
6454,,,Joud Mar'i,,Key Personnel,Gradinaru,No
6455,,,Patrick Simpson,,Key Personnel,Gradinaru,No
6456,,,Manxuan Zhou,,Key Personnel,Gradinaru,No
6457,,A5034670721,Damien Wolfe,,Key Personnel,Gradinaru,No
6458,,,Jitendra Sharma,,Key Personnel,Gradinaru,No
6459,,,Ebenezer Aryee,,Key Personnel,Gradinaru,No
6460,,A5017919522,Tim Shay,,Key Personnel,Gradinaru,No
6461,,A5044635234,Acacia Mayfield,,Key Personnel,Gradinaru,No
6462,,A5070516493,Tamara Tomanic,,Key Personnel,Gradinaru,No
6463,,A5017619994,Rui Chang,,Co-PI,Hafler,No
6464,,A5056408708,Ramnik Xavier,,Co-PI,Hafler,No
6465,,A5051444924,Nick Buitrago-Pocasangre,,PM,Hafler,No
6466,,A5026016872,Daniel Graham,,Key Personnel,Hafler,No
6467,,A5042099602,Brian Koo,,Collaborator,Hafler,No
6468,,A5039563040,David Van Dijk,,Collaborator,Hafler,No
6469,,A5041656783,Vidyadhara DJ,,personnel,Hafler,No
6470,,A5018895606,Jialiu Zeng,,personnel,Hafler,No
6471,,A5020160994,Shana Leopold,,Key Personnel,Hafler,No
6472,,A5081452290,Jacques Deguine,,Key Personnel,Hafler,No
6473,,A5018808803,Qiancheng Zhao,,personnel,Hafler,No
6474,,A5046928645,Anjelica Martin,,personnel,Hafler,No
6475,,A5051217231,Varnica Khetrapal,,personnel,Hafler,No
6476,,A5009691363,Mary Alice Allnut,,personnel,Hafler,No
6477,,A5083282772,Aleks Videnovic,,Collaborator,Hafler,No
6478,,A5100363749,Haowei Wang,,personnel,Hafler,No
6479,,,Kara Mead,,personnel,Hafler,No
6480,,,Salma Elkolaly,,personnel,Hafler,No
6481,,,Angela Zhao,,personnel,Hafler,No
6482,,A5039832064,Rafiad Islam,,personnel,Hafler,No
6483,,A5020259626,Bajaj Aditya,,personnel,Hafler,No
6484,,A5019272605,Rothschild Lily,,personnel,Hafler,No
6485,,A5077729930,Chung-Jung Li,,personnel,Hafler,No
6486,,A5045382878,Weiyi Tian,,personnel,Hafler,No
6487,,A5071741892,Leah Harmon,,personnel,Hafler,No
6488,,A5013109508,Kong Lingjia,,personnel,Hafler,No
6489,,,Lindsay Young,,Halfer Admin,Hafler,No
6490,,,Greg Moore,,Palm Admin,Hafler,No
6491,,,Courtney Grimm,,Associate Director,Hafler,No
6492,,A5037609259,Maria Grazia Spillantini,,Co-PI,Hardy,No
6493,,A5045734117,Ana Luisa Gil Martinez,,Key Personnel,Hardy,No
6494,,A5012240201,Beatrice Costa,,Key Personnel,Hardy,No
6495,,A5059141377,Benjamin O'Callaghan,,Key Personnel,Hardy,No
6496,,A5097222057,Capucine De Talhouet,,Key Personnel,Hardy,No
6497,,,D'Sa Karishma,,Key Personnel,Hardy,No
6498,,A5049803575,Danielle Taylor te Vruchte,,Key Personnel,Hardy,No
6499,,A5023940227,David Priestman,,Key Personnel,Hardy,No
6500,,A5041010859,Ed Jabbari,,Key Personnel,Hardy,No
6501,,A5045751785,Giulio Deangeli,,Key Personnel,Hardy,No
6502,,A5006285538,Janine Brandes,,Key Personnel,Hardy,No
6503,,A5017568893,Jonathon Brenton,,Key Personnel,Hardy,No
6504,,A5025988686,Juan Botia,,Key Personnel,Hardy,No
6505,,,June Smalley,,Project Manager,Hardy,No
6506,,A5013449164,Kerri Wallom,,Key Personnel,Hardy,No
6507,,A5016263835,Methap Bacioglu,,Key Personnel,Hardy,No
6508,,A5045997682,Helene Plun-Favreau,,Collaborating PI,Hardy,No
6509,,,Kevin (Zhiguang) Zheng,,Key Personnel,Hardy,No
6510,,A5011514763,Hannah Duffy,,Key Personnel,Hardy,No
6511,,A5101409261,Qiaochu Zhang,,Key Personnel,Hardy,No
6512,,A5062276033,Ellie Stafford,,Key Personnel,Hardy,No
6513,,,Iria Trasobares Magdalena,,Key Personnel,Hardy,No
6514,,A5040350399,Yau Mun Lim,,Key Personnel,Hardy,No
6515,,,Pauline Vessiere,,Key Personnel,Hardy,No
6516,,,Charlotte Andrews,,Key Personnel,Hardy,No
6517,,A5017601590,Marya Sabir,,Key Personnel,Hardy,No
6518,,,Reuben Bush,,Key Personnel,Hardy,No
6519,,A5001915719,Maria Fernandez-Suarez,,Key Personnel,Hardy,No
6520,,,Samantha Yu,,Key Personnel,Hardy,No
6521,,A5080149122,Lorena Cuenca-Bermejo,,Key Personnel,Hardy,No
6522,,,Harry Lau,,Key Personnel,Hardy,No
6523,,A5082258250,Daan van Kruining,,Key Personnel,Hardy,No
6524,,,Nancy Chiraki,,Key Personnel,Hardy,No
6525,,,Juliana Abramovich,,Key Personnel,Harper,No
6526,,A5004961303,Ching Chieh (Ian) Chou,,Key Personnel,Harper,No
6527,,A5108058855,Thanh Thao Do,,Key Personnel,Harper,No
6528,,A5061030857,Ruben Fernandez-Busnadiego,,Co-PI,Harper,No
6529,,A5061982854,Tao Fu,,Key Personnel,Harper,No
6530,,A5031687007,Miguel Gonzalez,,Key Personnel,Harper,No
6531,,A5047746208,J. Wade Harper,,Lead PI,Harper,No
6532,,A5086048712,Franz-Ulrich Hartl,,Co-PI,Harper,No
6533,,A5047819540,Nazia Hussain,,Key Personnel,Harper,No
6534,,A5073719209,Gopal Jayaraj,,Key Personnel,Harper,No
6535,,A5017777250,Leo Kiss,,Key Personnel,Harper,No
6536,,A5077274718,Tina Lee,,Key Personnel,Harper,No
6537,,A5100445537,Lisa Li,,Key Personnel,Harper,No
6538,,A5006940999,Angel Madero,,Key Personnel,Harper,No
6539,,,Vince Masto,,Key Personnel,Harper,No
6540,,A5011256990,Arsen Petrovic,,Key Personnel,Harper,No
6541,,A5069109050,Rajan Jesuraj Prabu,,Key Personnel,Harper,No
6542,,,Midea Ortiz Rios,,Key Personnel,Harper,No
6543,,,Anna Siegert,,Key Personnel,Harper,No
6544,,A5004442264,Pinto Sivan,,Key Personnel,Harper,No
6545,,A5083821008,Airi Tarutani,,Key Personnel,Harper,No
6546,,A5082805678,Patricia Yuste-Checa,,Key Personnel,Harper,No
6547,,A5029306578,Christina Schroeter,,External Collaborator,Harper,No
6548,,A5047738674,Gisele Andree,,Key Personnel,Harper,No
6549,,A5060896807,Korbin Kleczko,,Key Personnel,Harper,No
6550,,,Filiz Civril Stocker,,Key Personnel,Harper,No
6551,,A5025702868,Ekampreet Singh,,Key Personnel,Harper,No
6552,,A5100659215,Wenxin Zhang,,Key Personnel ,Harper,No
6553,,,Catherine Dea,,Acting Project Manager,Hurley,No
6554,,A5065987196,Justyna Sawa-Makarska,,Key Personnel,Hurley,No
6555,,A5080220622,Wai Kit (Leo) Lam,,Key Personnel,Hurley,No
6556,,A5054466750,Zeke/Annan Cook,,Key Personnel,Hurley,No
6557,,A5011795650,Julia Riley,,Key Personnel,Hurley,No
6558,,A5045960186,Elisabeth Holzer,,Key Personnel,Hurley,No
6559,,A5011701850,Chen Minghao,,Key Personnel,Hurley,No
6560,,A5005119863,Ainara Claveras,,Key Personnel,Hurley,No
6561,,A5053773998,Eric Herrman,,Key Personnel,Hurley,No
6562,,A5085699682,Nataraj Neha,,Key Personnel,Hurley,No
6563,,A5006487637,Paul Sanjoy,,Key Personnel,Hurley,No
6564,,,Srivastava Aayush,,Key Personnel,Hurley,No
6565,,A5086525063,Cui Zhicheng (Chen),,Key Personnel,Hurley,No
6566,,A5019235461,Aaron Joiner,,Key Personnel,Hurley,No
6567,,,Yongjia Duan,,Key Personnel,Hurley,No
6568,,A5074128852,Kevin Matthew Rose,,Key Personnel,Hurley,No
6569,,,Siwen Liang,,Key Personnel,Hurley,No
6570,,,Aniketh Bishnu,,Key Personnel,Hurley,No
6571,,,Ye Lu,,Key Personnel,Hurley,No
6572,,A5005613961,Juan Zapata Munoz,,Key Personnel,Hurley,No
6573,,A5032075946,Molly Gale Hammell,,Co-PI,Jakobsson,No
6574,,A5064182306,Cole Wunderlich,,Key Personnel,Jakobsson,No
6575,,A5065606952,Talitha Forcier,,Key Personnel,Jakobsson,No
6576,,A5067880345,Jo Jones,,Unpaid Collaborator,Jakobsson,No
6577,,A5067137350,Annabel Curle,,Unpaid Collaborator,Jakobsson,No
6578,,A5033125199,"Annelies QUAEGEBEUR,",,Key Personnel,Jakobsson,No
6579,,A5031544871,Alison Salvador,,Key Personnel,Jakobsson,No
6580,,A5073678325,Janko Kajtez,,Key Personnel,Jakobsson,No
6581,,A5054219281,Nina-Lydia Kazakou,,Key Personnel,Jakobsson,No
6582,,A5048601901,Laura Castilla-Vallmanya,,Key Personnel,Jakobsson,No
6583,,A5082209159,Josefine Christiansen,,Key Personnel,Jakobsson,No
6584,,A5027935456,Sara Bermudez,,Key Personnel,Jakobsson,No
6585,,,Louise Saviø Piilgaard,,Key Personnel,Jakobsson,No
6586,,A5090157533,Daniel Rainbow,,Key Personnel,Jakobsson,No
6587,,A5005598568,Angelica Guiloff,,Key Personnel,Jakobsson,No
6588,,,Sophie Field,,Key Personnel,Jakobsson,No
6589,,,James Shonhard,,Key Personnel,Jakobsson,No
6590,,A5104605049,Sasvi Wijesinghe,,Key Personnel,Jakobsson,No
6591,,A5053350104,Ropafadzo Mzezewa,,Key Personnel,Jakobsson,No
6592,,,Fatih Akkentli,,Key Personnel,Kaplitt,No
6593,,A5062344898,Kundlik Gadhave,,Key Personnel,Kaplitt,No
6594,,,Deok Jeong,,Key Personnel,Kaplitt,No
6595,,A5079387074,Tae-In Kam,,Collaborating PI,Kaplitt,No
6596,,A5030425534,Hanseok Ko,,Collaborating PI,Kaplitt,No
6597,,,Manisha Kumar,,Key Personnel,Kaplitt,No
6598,,A5006816024,Ramhari Kumbhar,,Key Personnel,Kaplitt,No
6599,,A5035672227,Xiaobo Mao,,Collaborating PI,Kaplitt,No
6600,,,Jae Jin Song,,Key Personnel,Kaplitt,No
6601,,A5100387139,Ning Wang,,Key Personnel,Kaplitt,No
6602,,,Cooper Lathrop,,Key Personnel,Kaplitt,No
